clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,PE,RB,SG,G,CV,FD,I,FT,DD,DP,GS,PP,GC,ano
264,Corinthians,2,Dúvida,5,ata,Vagner Love,38959,25,1.2,2.83,19,5.45,-0.31,5.76,NA,3,24,7,30,30,13,NA,5,NA,4,8,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,2,lat,Rafinha,38144,25,4.2,4.5,14,10.1,0.27,9.83,4,5,21,1,13,25,17,7,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,25,9,3.47,14,7.5,0.21,7.29,2,NA,15,12,23,54,13,NA,3,1,3,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,25,5,5,1,7.07,-0.93,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Marcelo Boeck,37788,25,7,4.41,7,4.9,-0.47,5.37,NA,1,NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,15,NA,10,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,25,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,4,mei,Bruno Silva,68698,25,-0.3,2.41,8,6.69,-0.33,7.0200000000000005,NA,3,18,2,13,19,20,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,25,5.2,2.53,15,8.63,0.62,8.010000000000002,2,2,16,5,17,17,9,NA,2,NA,5,4,1,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,25,-2.8,-2.8,1,1.72,-1.28,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,Rafael Sobis,37798,25,0,4.45,14,7.76,0,7.76,3,4,12,15,10,20,10,NA,2,NA,16,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Vagner Mancini,39850,25,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,25,11.5,2.14,13,5.97,1.56,4.41,NA,1,12,11,16,13,4,NA,1,NA,10,6,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Adilson Batista,41258,25,7.18,4.01,3,10.51,1.27,9.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,25,0,2.95,12,6.02,0,6.02,NA,1,16,2,5,29,16,4,NA,NA,3,1,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,25,3.7,3.15,23,8.73,-1.32,10.05,1,4,19,8,34,72,34,NA,3,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,25,0.2,5.03,16,8.14,0.07,8.07,NA,4,20,2,24,28,23,9,1,NA,5,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,25,4.2,4.44,17,11.76,-1.16,12.92,1,1,3,7,11,25,30,3,NA,NA,4,1,2,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Ralf,52190,25,0,4.49,15,10.49,0,10.49,NA,1,17,1,24,19,39,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,25,4.51,2.99,20,8.32,-0.04,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,25,7.16,4.62,25,12.95,0.36,12.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Cícero,37688,25,0,3.21,22,11.42,0,11.42,1,6,15,9,48,34,24,NA,3,NA,5,4,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,25,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Willian,42116,25,0,3.05,11,6.99,0,6.99,NA,1,7,NA,12,16,4,NA,4,1,5,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,25,0,1.37,9,6.11,0,6.11,NA,1,5,1,12,10,1,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,25,2.7,2.65,10,3.23,0.45,2.78,NA,2,16,2,6,10,23,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,25,8,3.55,21,8.51,0.24,8.27,1,3,30,6,13,24,27,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,25,1.5,0.73,4,3.8,0.08,3.7199999999999998,NA,NA,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,25,0.3,3.8,13,13.02,-0.88,13.9,3,1,18,6,6,13,7,NA,2,NA,7,5,3,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,25,0,2.05,10,3.52,0,3.52,NA,5,12,NA,1,12,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,25,1.3,1.25,9,4.55,-0.06,4.609999999999999,NA,2,11,7,23,6,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,25,6.1,4.23,16,9.65,-0.22,9.870000000000001,1,1,20,5,15,49,30,5,NA,NA,7,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,25,3.9,1.43,14,3.24,-0.07,3.31,2,4,19,4,12,18,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,25,0,4.01,17,10.09,0,10.09,NA,3,16,12,8,18,16,8,1,NA,2,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,25,-2,3.67,20,7.62,-0.31,7.93,NA,5,NA,NA,4,9,NA,9,NA,NA,NA,NA,NA,23,NA,15,NA,NA,2019
282,Atlético-MG,3,Suspenso,5,ata,Geuvânio,73896,25,-2.2,2.11,18,9.98,-1.18,11.16,1,3,25,12,24,30,17,NA,NA,NA,9,1,1,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Gilson,52674,25,5,1.68,18,5.35,1,4.35,1,3,20,1,16,37,19,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,25,0,1.43,6,2.93,0,2.93,NA,NA,4,NA,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,25,-0.2,2.58,14,4.61,-0.41,5.0200000000000005,1,5,26,6,17,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,25,0,3.32,9,6.56,0,6.56,NA,1,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,17,NA,11,NA,NA,2019
262,Flamengo,3,Suspenso,4,mei,Everton Ribeiro,51772,25,-1.3,3.86,21,11.52,-0.55,12.07,5,3,20,12,41,62,29,NA,1,NA,8,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,25,-1.3,1.97,21,4.81,-1.16,5.97,3,2,20,11,9,28,9,NA,2,1,4,NA,2,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,25,0,1.41,8,3.98,0,3.98,NA,3,8,1,5,9,7,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,25,0,1.2,1,4.3,0,4.3,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,25,0,1.27,13,2.95,0,2.95,NA,3,9,1,2,11,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Matheus Barbosa,74069,25,2.2,2.03,14,4.02,0.27,3.7499999999999996,1,1,14,5,10,32,20,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,25,0,2.15,2,4.01,0,4.01,NA,1,2,2,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,25,0.5,0.45,11,3.24,0.4,2.8400000000000003,NA,3,8,4,3,10,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,25,0,5.02,5,9.48,0,9.48,NA,NA,4,4,2,6,5,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Derlis González,75372,25,0,0.58,12,1,0,1,NA,3,15,3,14,16,9,NA,1,1,2,6,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,25,0,4.63,20,8.87,0,8.87,NA,3,NA,NA,4,11,NA,7,NA,NA,NA,NA,NA,35,NA,20,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,25,0,1.65,4,3.67,0,3.67,NA,NA,6,NA,3,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,25,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,7,NA,4,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,25,4.8,3.28,19,6.82,0.56,6.26,1,2,7,5,47,31,16,NA,2,NA,7,3,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,25,1.7,3.49,17,5.69,0.26,5.430000000000001,NA,2,14,1,21,39,21,4,2,NA,3,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,25,0,3.69,11,11.76,0,11.76,NA,1,13,15,16,20,5,NA,3,1,8,8,1,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,4,mei,Rodrigo Lindoso,72362,25,2,6.06,17,10.19,-0.61,10.799999999999999,2,1,19,8,14,29,42,NA,3,NA,6,1,2,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,25,-1,0.84,5,2.57,-0.5,3.07,NA,1,4,NA,1,16,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,4,mei,Nenê Bonilha,73608,25,0,0.3,1,2.41,0,2.41,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,25,7.02,3.29,19,7.54,0.55,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,25,11.1,2.25,15,10.08,1.08,9,1,5,21,2,9,17,18,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,25,6.8,3.86,19,9.05,-0.09,9.14,NA,1,1,NA,7,29,NA,9,NA,NA,NA,NA,NA,21,1,17,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,25,0,4.14,19,6.02,0,6.02,1,NA,26,10,31,33,40,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Felipe Alves,72372,25,0,3.33,19,8.2,0,8.2,NA,3,1,NA,1,22,NA,3,NA,NA,NA,NA,NA,34,1,24,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Renê Júnior,73281,25,0,2.2,1,5.84,0,5.84,NA,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,2,lat,Juanfran,72620,25,0,3.77,8,11.23,0,11.23,NA,NA,12,NA,3,16,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,25,5.8,2.54,10,7.19,0.96,6.23,NA,NA,8,4,5,7,5,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,25,0.41,3.08,16,6.24,-0.74,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,25,0,1.58,11,3.04,0,3.04,NA,NA,12,3,18,14,6,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,25,7.59,4.96,4,7.5,0.85,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,25,10.6,5.46,18,13.3,1.59,11.71,NA,NA,6,9,9,64,23,8,4,NA,6,NA,NA,NA,NA,NA,NA,1,2019
275,Palmeiras,5,Contundido,5,ata,Luiz Adriano,72772,25,0,2.77,8,5.92,0,5.92,1,NA,12,3,11,8,1,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,25,0,0.53,5,1.68,0,1.68,NA,2,4,2,3,9,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,25,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,25,5.5,3.39,22,12.45,0.78,11.67,2,8,27,10,43,56,30,6,NA,NA,4,3,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,25,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,25,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2019
