clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,I,PE,RB,CA,CV,FT,SG,G,A,PP,DD,GS,DP,GC,ano
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,18,0,2.2,4,4.92,0,4.92,1,NA,NA,7,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,18,0,2.16,7,6.13,0,6.13,7,NA,NA,2,NA,8,6,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Brenner,80080,18,2.7,1.13,11,4.62,0.58,4.04,24,3,6,19,6,15,2,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,2,lat,Igor Vinícius,95466,18,0.2,3.25,12,7.26,-0.93,8.19,19,2,3,7,NA,18,21,3,2,NA,4,NA,2,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,18,2.2,2.18,15,9.99,-0.01,10,49,1,4,10,NA,44,48,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,18,9.7,3.54,18,7.87,1.12,6.75,5,1,2,5,NA,35,11,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,18,0,0.17,3,0.78,0,0.78,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,18,0,0.1,4,0.75,0,0.75,7,NA,NA,1,NA,7,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,18,0,0.47,3,3.04,0,3.04,1,NA,NA,NA,NA,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Robinho,62104,18,1.4,0.88,13,6.15,0.19,5.96,21,3,9,14,NA,61,13,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Jadson,80129,18,0,1.56,9,3.49,0,3.49,7,1,2,10,NA,6,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Aguilar,95494,18,4,3.47,14,6.02,-0.69,6.709999999999999,18,NA,2,8,NA,12,21,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,18,0.5,2.43,13,7.49,-0.07,7.5600000000000005,8,5,8,20,1,16,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,18,0,7.97,6,22.89,0,22.89,NA,NA,NA,2,NA,4,NA,NA,NA,NA,3,NA,NA,NA,15,6,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,18,0,2.55,2,2.05,0,2.05,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Luciano,80287,18,0,3.15,10,5.86,0,5.86,16,8,7,12,3,24,10,5,NA,NA,NA,2,2,1,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,18,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,18,0.5,1.01,11,5.41,-0.35,5.76,4,1,5,12,NA,40,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Zé Ricardo,95780,18,1.95,2.73,4,6.71,-0.37,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,4,mei,Yago Pikachu,80196,18,-1.3,2.49,18,8.83,-0.06,8.89,12,3,12,33,1,37,15,3,NA,1,NA,2,1,2,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,18,4.4,2.2,10,6.45,0.21,6.24,12,2,3,5,NA,34,14,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,18,0,0.85,6,3.23,0,3.23,13,NA,NA,2,1,8,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Wellington,62129,18,0,-1.16,13,0.77,0,0.77,22,NA,1,3,NA,28,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Piris da Motta,95802,18,2.7,0.76,13,3.63,0.47,3.16,6,NA,1,11,NA,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,5,ata,Artur,95799,18,0,2.95,15,8.95,0,8.95,15,8,12,25,2,57,14,4,NA,NA,NA,3,1,1,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,18,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,18,0.9,1.72,17,5.78,0.44,5.34,28,NA,2,14,NA,23,33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Enderson Moreira,62137,18,2.77,3.41,18,10.83,0.19,10.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Emerson Cris,95830,18,0.37,3.73,7,9.52,-0.58,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Lima,96340,18,7.9,5.22,5,5.94,0.52,5.42,5,5,2,10,1,10,11,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,18,0,2.52,5,6.05,0,6.05,4,NA,1,3,1,4,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,18,-1,2.5,13,9.05,-1.56,10.610000000000001,11,4,11,7,2,22,1,NA,1,1,NA,3,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,18,0,-1.08,5,0.75,0,0.75,4,3,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
266,Fluminense,7,Provável,4,mei,Ganso,62977,18,-1.5,1.88,12,7.23,-0.57,7.800000000000001,11,6,10,15,NA,42,12,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,18,3.4,1.75,18,3.78,-0.82,4.6,9,1,1,6,NA,25,13,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Ariel Cabral,80363,18,0,1.13,9,2.85,0,2.85,10,1,4,5,NA,19,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,4,mei,Allan,96652,18,0,-0.09,13,1.43,0,1.43,28,6,8,18,NA,41,13,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,18,4.5,5.75,11,15.84,-0.35,16.19,19,NA,3,13,NA,34,32,1,NA,NA,3,1,1,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Arthur Gomes,96966,18,0.4,2.34,15,4.36,-0.22,4.58,13,NA,7,33,2,20,13,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,18,0,-0.67,6,2.22,0,2.22,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7,12,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Pablo Marí,105897,18,11.2,5.73,7,8.23,1.39,6.840000000000001,9,NA,1,1,1,9,13,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Renatinho,80395,18,-1.4,0.91,8,2.11,-0.32,2.4299999999999997,4,4,4,7,1,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,18,0.9,6.43,14,12.46,-0.82,13.280000000000001,11,11,24,25,3,16,14,1,NA,2,NA,4,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,18,-3,0.26,7,3.75,-0.69,4.4399999999999995,18,2,1,14,NA,8,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,18,-4.5,0.14,5,3.41,-1.67,5.08,10,1,1,3,NA,6,4,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Douglas,63128,18,0,0.3,10,3.12,0,3.12,15,NA,4,2,NA,9,6,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,18,0,-0.2,2,0.77,0,0.77,3,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Janderson,97245,18,0,-0.25,2,0.97,0,0.97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,18,0.3,1.17,6,2.41,0.74,1.6700000000000002,7,NA,NA,6,NA,10,5,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Rogério Ceni,97341,18,2.02,3.37,18,8.01,-0.45,8.459999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Daniel,97349,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,18,0,1.39,13,5.3,0,5.3,14,2,3,14,NA,21,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Luan,80692,18,4.2,5.24,5,9.98,-0.63,10.610000000000001,6,3,1,6,NA,4,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Carlinhos,63194,18,0,3.42,13,6.38,0,6.38,24,3,6,9,1,28,27,3,1,NA,1,1,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Di Santo,80748,18,7.5,3.35,2,7.41,1.48,5.93,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,18,0,1.83,7,2.2,0,2.2,5,1,3,7,NA,6,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,5,ata,Matheus Alessandro,97527,18,0,1.5,1,2.58,0,2.58,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Luan,63219,18,0,3.43,11,8.38,0,8.38,17,3,8,25,NA,36,25,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,18,0,0.17,3,2.38,0,2.38,6,1,NA,2,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Pedro Geromel,80853,18,1,6.4,10,13.01,-1.85,14.86,7,1,3,7,NA,12,28,3,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Jair,81091,18,2.7,3.48,9,6.81,-0.24,7.05,16,NA,1,14,NA,13,21,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,18,0,1.58,12,5.31,0,5.31,7,NA,6,7,1,16,7,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Shaylon,97520,18,0,0.32,6,2.99,0,2.99,4,1,1,2,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,18,5,0.3,4,2.45,1.4,1.0500000000000003,4,NA,NA,1,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,18,0,-0.5,1,1.45,0,1.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,2,lat,Mayke,81150,18,0,-0.3,1,7.71,0,7.71,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,18,1.2,2.69,11,3.76,0.23,3.53,7,1,NA,3,NA,17,11,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,18,0,5,1,1.81,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Nazário,81776,18,0,1.65,7,2.36,0,2.36,5,5,3,10,NA,11,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Bryan,97536,18,0,1.38,7,2.71,0,2.71,6,1,1,5,NA,11,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,18,7.7,5.4,17,14.16,1.2,12.96,22,10,11,33,4,59,16,2,NA,2,NA,6,3,1,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,18,1.2,0.82,12,3.8,0.64,3.1599999999999997,19,6,10,16,1,31,6,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Rodrigo Santana,97922,18,2.75,3.87,18,10.93,0.08,10.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,18,7.5,4.64,8,7.79,0.29,7.5,9,4,3,16,NA,12,10,4,NA,NA,NA,1,3,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,18,-1.3,0.74,9,3.64,-0.13,3.77,10,3,4,4,NA,17,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,18,3.6,5.29,11,11.06,0.04,11.020000000000001,10,17,13,5,NA,47,6,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,18,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,18,1.7,1.15,2,3.92,0,3.92,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Tiago Nunes,98057,18,2.27,3.88,17,10.04,-0.45,10.489999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,18,0,-1.2,1,0.73,0,0.73,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Erick,98022,18,-0.3,0.44,5,0.91,-0.11,1.02,8,3,1,1,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Vitão,97900,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,18,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,18,0.1,1.86,14,6.18,-0.66,6.84,13,NA,6,7,NA,16,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,18,0,0.65,6,3.68,0,3.68,14,1,1,8,NA,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,18,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,18,0,2.9,7,3.11,0,3.11,9,3,3,4,NA,9,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,18,0,2.42,10,4.23,0,4.23,13,2,1,13,NA,10,14,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,Tiepo,98412,18,2.7,3.64,18,13.8,-0.68,14.48,NA,NA,NA,3,NA,13,NA,NA,NA,NA,4,NA,NA,NA,29,30,3,NA,2019
315,Chapecoense,6,Nulo,4,mei,Ronei,98419,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Cueva,82411,18,0,1.25,4,6.83,0,6.83,2,NA,NA,3,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Guimarães,98352,18,0,4.85,12,12.44,0,12.44,21,7,8,41,NA,37,15,1,NA,1,NA,2,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Tadeu,82453,18,6,5.12,17,14.39,1.54,12.850000000000001,NA,NA,NA,5,NA,12,NA,NA,NA,NA,4,NA,NA,NA,37,25,1,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,18,-0.5,2.31,10,1.6,-1.48,3.08,5,NA,2,5,NA,40,7,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,18,0,2.6,1,1.41,0,1.41,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Zé Rafael,82455,18,3.7,2.86,9,9.45,-0.32,9.77,19,6,5,20,1,13,13,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,18,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Fernando,99550,18,-1.3,2.51,11,3.61,-0.04,3.65,18,2,NA,8,NA,21,7,2,NA,NA,5,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,18,5.7,3.04,9,5.37,0.72,4.65,11,1,2,3,NA,13,11,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,18,0,3.3,11,7.1,0,7.1,8,1,3,7,NA,21,19,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Mascarenhas,99721,18,0,-2.3,1,1.75,0,1.75,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,18,0,2.3,6,3.14,0,3.14,2,2,4,4,NA,6,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Igor Cássio,99661,18,0,-0.5,2,1.29,0,1.29,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Richard Franco,99802,18,4.2,4,8,5.3,0.66,4.64,10,3,7,10,1,19,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
