clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,PE,RB,FD,FF,FS,A,CA,G,I,SG,FT,DD,DP,GS,CV,GC,PP,ano
285,Internacional,6,Nulo,5,ata,Johnny ,106002,14,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,14,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,14,2.9,2.4,12,5.84,-0.58,6.42,10,25,16,NA,1,3,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,4,mei,Marquinhos Gabriel,68954,14,6.6,1.28,8,4.52,1.26,3.26,1,9,5,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Marinho,68952,14,3,3.23,10,6.82,-0.09,6.91,13,15,7,9,5,13,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,14,0,2.82,10,6.72,0,6.72,1,11,NA,NA,NA,2,NA,1,NA,NA,4,NA,11,NA,10,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,14,9.4,2.79,14,6.09,1.54,4.55,21,31,19,5,8,15,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,14,5.9,4.99,11,11.82,0.03,11.790000000000001,8,15,19,NA,3,3,NA,1,1,NA,6,NA,NA,NA,NA,NA,1,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marcelo Cirino,69022,14,0,3.91,11,8.01,0,8.01,7,14,5,6,5,10,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,14,0,-0.5,1,4.49,0,4.49,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,14,0,-0.65,2,1.19,0,1.19,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,1,NA,NA,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,14,1.7,2.6,3,5.44,0.4,5.04,9,4,11,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,2,lat,Ernandes,68956,14,0,1.9,2,2.32,0,2.32,NA,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Léo,69177,14,-6.2,2.94,5,4.1,-2.45,6.55,8,9,9,NA,3,9,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,14,0,3.09,13,5.32,-0.32,5.640000000000001,NA,1,NA,NA,NA,1,NA,2,NA,NA,3,NA,21,NA,17,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,14,8,2.67,3,4.72,1.45,3.2699999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Danilo Fernandes,69051,14,0,4,1,6.19,0,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,14,0,10.2,1,15.1,0,15.1,NA,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Romulo,70009,14,0,2.28,6,5.14,0,5.14,14,12,9,1,2,8,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,14,0,2.85,6,5.05,0,5.05,1,5,1,2,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,14,0,0.9,1,6.35,0,6.35,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,14,0,0.68,4,3.66,0,3.66,5,7,2,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Ricardo Bueno,69141,14,0,3.56,10,14.91,-0.14,15.05,16,12,7,5,6,8,2,2,3,8,NA,NA,NA,NA,NA,NA,NA,1,2019
293,Athlético-PR,2,Dúvida,4,mei,Nikão,69705,14,0,3.68,9,16.27,0,16.27,6,11,5,8,11,9,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,14,0,4.69,13,10.52,0,10.52,5,37,19,3,3,9,1,2,NA,1,7,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,14,0,1.2,1,3.28,0,3.28,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,14,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,14,4.66,4.42,13,11.66,0.29,11.370000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,14,3.58,5.32,14,12.81,-0.32,13.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,14,0,1.03,6,3.74,0,3.74,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,14,0.8,2.76,5,4.12,-0.22,4.34,3,5,9,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,14,9.7,7.06,13,18.7,-0.09,18.79,8,22,16,4,10,11,NA,1,7,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jackson,70934,14,0,-0.1,1,4.48,0,4.48,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Marllon,70666,14,0,5.05,2,5.51,0,5.51,1,4,3,NA,1,7,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,2,lat,Diogo Barbosa,70916,14,0.7,6.83,8,13.59,-0.54,14.129999999999999,11,8,29,2,2,8,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,14,3.4,1.99,8,10.8,0.64,10.16,16,19,9,1,3,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,14,-0.8,-0.93,3,3.46,0.17,3.29,2,6,1,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Léo Cittadini,70986,14,-1.1,3.38,7,5.47,-1.56,7.029999999999999,10,9,8,3,6,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Augusto,71042,14,1.3,2.95,7,4.29,-1.31,5.6,13,14,8,4,2,8,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,14,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,14,0,-0.06,5,3.77,0,3.77,1,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Vinícius,71162,14,0.9,3.15,9,4.43,-1.68,6.109999999999999,7,24,5,6,8,6,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,14,0,0.2,1,3.72,0,3.72,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,14,7.7,4.27,6,8.01,0.38,7.63,NA,3,NA,NA,NA,1,NA,1,NA,NA,3,NA,7,NA,4,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,14,5.12,4.41,5,13.06,0.78,12.280000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,4,mei,Geovane,71667,14,-3.8,0.73,13,2.84,-0.77,3.61,33,32,20,1,8,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Gustavo Gómez,71684,14,0,3.85,4,13.15,0,13.15,2,5,4,2,NA,5,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Raúl Cáceres,71680,14,6.7,0.93,3,3.35,1.55,1.8,7,3,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,14,0.4,1.98,6,5.21,-0.15,5.36,8,8,3,2,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Elton,71719,14,0,1.71,9,5.22,0,5.22,19,15,18,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,14,-4,3.93,9,12.97,-1.58,14.55,NA,4,NA,NA,NA,3,NA,NA,NA,NA,3,NA,12,NA,8,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Cuéllar,71709,14,2,4.72,8,12.22,-0.24,12.46,10,10,30,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,14,0,2.37,6,3.05,0,3.05,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,NA,9,NA,7,1,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,14,2,2,1,2.72,-0.28,3,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,14,0,0,1,3.8,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,14,24.7,8.29,11,15.16,3.06,12.1,9,30,13,8,7,16,1,1,7,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,14,-1.3,4.6,13,9.41,-0.93,10.34,NA,9,NA,NA,NA,3,NA,NA,NA,NA,5,NA,18,NA,9,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,14,7.4,4.33,12,7.97,0.08,7.89,20,28,20,6,9,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,14,2.7,2.31,10,7.21,-0.31,7.52,11,18,15,5,5,12,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,14,1.5,4.97,14,10.87,-0.41,11.28,NA,3,NA,NA,NA,5,NA,2,NA,NA,3,NA,27,NA,12,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,14,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,3,Suspenso,2,lat,Danilo Avelar,72142,14,4.9,5.3,10,8.7,0.57,8.129999999999999,13,19,12,5,2,16,NA,3,1,1,6,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,2,lat,Giovanni,72097,14,-1.9,3.23,3,4.61,-1.18,5.79,2,6,3,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,14,0,1.5,3,4.51,0,4.51,3,5,2,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,14,6.2,4.36,8,8.62,1.45,7.169999999999999,NA,7,NA,NA,NA,4,NA,NA,NA,NA,4,NA,9,NA,6,NA,NA,NA,2019
263,Botafogo,3,Suspenso,4,mei,João Paulo,72168,14,-0.6,2.37,13,7.65,-1.14,8.790000000000001,9,44,17,4,4,16,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,14,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rodrigo Lindoso,72362,14,0,4.57,10,9.36,0,9.36,12,17,26,4,5,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,14,-3,1.74,13,8.69,-0.81,9.5,20,13,14,1,1,7,1,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,14,8.9,6.42,13,14.82,-1.27,16.09,15,24,21,4,6,14,1,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,14,12.8,4.34,13,10.79,2.18,8.61,1,15,NA,NA,NA,1,NA,2,NA,NA,2,NA,28,1,18,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,14,17.2,4.18,12,7.79,1.86,5.93,13,14,22,2,5,17,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Fernando Diniz,72391,14,3.14,2.81,14,6.85,-0.12,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,14,2.4,2.4,1,6.3,-0.7,7,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,14,0,1.3,4,3.07,0,3.07,2,11,4,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,14,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,5,ata,Éderson,73446,14,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,14,0,0,0,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,14,0.97,2.1,5,4.92,-0.33,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,3,zag,Vitor Hugo,72605,14,1.4,1.4,1,6.71,-1.29,8,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,14,0,3.26,7,10.34,0,10.34,2,22,6,2,NA,2,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,14,0,3.98,13,12.59,0,12.59,13,36,18,2,5,29,2,3,NA,2,3,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,14,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,5,ata,Wellington Nem,73619,14,0.6,0.3,2,4.55,-0.05,4.6,1,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Maranhão,73513,14,0,1.94,9,3.68,0,3.68,9,12,5,1,3,15,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,14,-2,0.66,4,1.55,-0.59,2.14,4,9,6,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,14,-3.3,2.64,13,11.09,-1.13,12.219999999999999,19,18,13,6,10,21,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,5,ata,Marco Ruben,73741,14,0,4.02,7,13.92,0,13.92,10,9,4,7,3,4,1,NA,1,4,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,14,0,2.95,7,9.4,0,9.4,7,7,3,5,4,11,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,3,zag,Rodrigo Caio,73800,14,0,3.82,10,8.47,0,8.47,10,12,10,2,10,6,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,14,-0.2,2.66,13,6.53,-0.13,6.66,21,16,15,1,4,4,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,14,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Gilberto,73789,14,0,1,1,2.47,0,2.47,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,14,1.3,0.72,5,2.26,0.08,2.1799999999999997,7,10,5,NA,2,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,14,0,1.6,6,4.24,0,4.24,12,9,15,NA,1,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Rodinei,73992,14,0,0.8,6,2.75,0,2.75,6,5,5,NA,1,2,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,14,0,1.67,6,3.8,0,3.8,8,16,10,1,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Élber,74140,14,6.6,2.84,8,6.42,1.28,5.14,3,11,11,2,2,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,14,1.7,2.48,12,8.38,0.26,8.120000000000001,13,20,7,3,4,18,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,14,0,1.47,3,6.16,0,6.16,2,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,14,3.76,3.31,14,8.61,-0.2,8.809999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,14,0,-0.5,1,3.67,0,3.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,14,0,1.8,3,4.23,0,4.23,6,7,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Derlis González,75372,14,0.3,0.1,7,0.78,0.01,0.77,10,8,4,1,3,9,NA,3,1,6,NA,NA,NA,NA,NA,1,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,14,-1,5.28,7,12.42,-2.08,14.5,9,11,4,5,6,12,NA,1,3,6,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,14,0,2.15,2,4.01,0,4.01,2,6,5,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,3,zag,Yago,77500,14,-2.2,1.27,13,2.95,-0.34,3.29,9,11,6,NA,1,2,NA,3,NA,1,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,14,10,3.86,12,9.03,1.23,7.799999999999999,NA,9,NA,NA,NA,2,NA,3,NA,NA,5,NA,17,NA,11,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Copete,77959,14,0,0.3,1,4.56,0,4.56,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,14,0.7,3.85,7,4.86,-1.9,6.76,8,12,8,NA,NA,9,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,14,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,7,NA,4,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,14,-0.8,3.25,12,6.24,-1.23,7.470000000000001,12,15,10,2,2,5,NA,5,1,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Vitinho,78435,14,0,4.2,8,9.17,0,9.17,10,15,6,6,8,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,14,0,6.09,13,17.28,0,17.28,29,32,5,13,19,21,1,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,14,-0.3,3.2,9,6.84,0.01,6.83,4,24,14,1,1,4,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,14,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Betão,37646,14,1.2,2.18,13,3.89,-0.43,4.32,10,25,18,NA,1,12,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,14,0,-1.08,5,4.02,0,4.02,4,3,1,1,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Rafael Moura,37655,14,1.6,0.8,2,3.92,0.12,3.8,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,Alex Amado,78475,14,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,14,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,14,20.1,5.23,12,16.29,3.78,12.51,18,27,28,3,6,7,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Pedro Geromel,80853,14,0,7,9,14.86,0,14.86,6,12,27,1,3,7,NA,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,14,0.2,0.85,4,1.93,-0.38,2.31,7,9,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Thiago Santos,78855,14,-1.3,1.33,7,4.86,-0.35,5.21,17,4,13,1,1,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,14,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,14,6.9,3.7,13,7.25,0.43,6.82,17,32,16,10,9,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,14,3.8,3.48,5,6.57,0.36,6.21,9,8,15,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,1,gol,Richard,78851,14,0,1.2,1,4.73,0,4.73,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,14,10.7,8.47,13,15.01,0.95,14.06,NA,5,1,NA,NA,4,NA,NA,NA,NA,7,NA,30,1,12,NA,NA,NA,2019
