clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,G,I,PE,PP,RB,SG,A,CV,DD,DP,GS,FT,GC,ano
290,Goiás,2,Dúvida,2,lat,Marcelo Hermes,82639,34,7,3.31,11,4.43,0.9,3.53,3,9,1,4,10,NA,NA,18,NA,12,3,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,34,0,0.57,14,1.58,0,1.58,2,15,2,6,25,NA,3,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,34,0.8,1.05,2,1.76,-0.18,1.94,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,34,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,34,1.6,1.99,11,2.21,0.36,1.85,1,15,11,4,20,1,3,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,34,1,5.64,18,12.45,-0.5,12.95,4,13,1,5,12,3,NA,31,NA,40,6,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,34,8.5,1.67,16,6.12,1.44,4.68,1,9,NA,6,10,2,1,19,NA,7,NA,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,34,0,1.37,9,5.13,0,5.13,1,6,3,5,9,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,34,-2.4,1.89,13,5.1,-1.01,6.109999999999999,1,13,2,9,21,1,2,25,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,34,0,1.93,6,2.88,0,2.88,4,12,NA,1,16,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,34,5.12,3.09,14,8.75,0.02,8.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Jair,81091,34,0,3.25,10,6.16,0,6.16,3,16,NA,1,18,1,NA,14,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Otero,83004,34,6.4,4.66,15,9.09,0.2,8.89,4,24,22,26,43,1,3,27,NA,10,NA,1,NA,NA,NA,NA,1,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,34,0,-0.2,6,2.28,0,2.28,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,34,0,2.61,30,9.62,0,9.62,5,17,5,21,51,3,2,66,2,27,NA,2,NA,NA,NA,NA,1,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,34,-6.3,6.88,32,14.56,-1.46,16.02,NA,NA,NA,NA,7,NA,NA,18,NA,NA,10,NA,NA,84,2,47,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,34,0,2.7,22,3.15,0,3.15,5,14,3,3,5,1,1,27,NA,17,9,NA,NA,NA,NA,NA,1,1,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,34,0,-0.4,3,5.75,0,5.75,NA,1,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2019
354,Ceará,7,Provável,4,mei,Chico,82407,34,6.2,1.36,9,4.26,1.03,3.2299999999999995,1,21,2,1,15,NA,NA,8,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,34,3.6,4.33,22,7.38,0.32,7.06,6,26,15,15,30,5,5,48,1,22,NA,4,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,34,1.6,3.75,21,9.35,-1.99,11.34,4,48,10,13,54,1,3,26,NA,30,NA,3,NA,NA,NA,NA,1,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,34,0,0.38,5,5.15,0,5.15,1,4,NA,NA,4,NA,NA,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,34,3.7,2.92,26,7.12,0.26,6.86,2,32,8,11,19,NA,1,79,NA,28,8,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,34,3.6,1.75,23,4.81,0.78,4.029999999999999,5,20,1,7,5,NA,3,29,NA,24,5,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,34,0,2.78,11,2.99,0,2.99,2,14,5,6,6,1,NA,14,NA,14,NA,NA,NA,NA,NA,NA,1,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,34,0,1.42,14,2.83,0,2.83,2,12,1,4,8,NA,NA,20,NA,15,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,34,0,0.85,6,3.23,0,3.23,3,13,NA,NA,2,NA,1,8,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Bruno Alves,84462,34,-0.7,-0.39,9,0.78,0,0.78,3,12,2,2,6,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,34,0,1.2,1,1.85,0,1.85,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,34,0,1.45,11,3.86,0,3.86,NA,10,3,5,10,NA,NA,14,NA,5,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,34,5.9,3.54,28,6.62,0.57,6.05,1,17,11,7,69,3,3,49,NA,19,NA,4,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,34,10.8,4.4,22,11.26,1.29,9.969999999999999,2,14,10,17,34,5,1,25,NA,17,NA,1,NA,NA,NA,NA,1,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,34,0,2.53,27,4.51,0,4.51,4,26,3,6,16,NA,NA,23,NA,30,6,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Nico López,84709,34,0,2.4,22,12.75,0,12.75,6,26,15,20,15,1,13,43,NA,21,NA,3,NA,NA,NA,NA,2,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,34,11.8,6.41,30,15.94,0.06,15.879999999999999,4,37,21,32,70,9,6,110,1,33,NA,9,NA,NA,NA,NA,2,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,5,ata,Gabriel,83257,34,0,9.3,25,20.8,0,20.8,9,18,31,32,25,22,16,52,NA,8,NA,5,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,34,0,0.18,8,3.25,0,3.25,1,7,5,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Luan Peres ,84847,34,0,2.07,7,3.08,-1.13,4.21,2,7,NA,2,3,NA,NA,12,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Guilherme Parede,83438,34,8.5,2.37,23,5.86,1.22,4.640000000000001,2,21,8,15,37,2,15,26,NA,9,NA,3,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,34,0.5,1.7,3,3.63,-0.84,4.47,1,2,NA,NA,2,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,34,0,3.3,6,4.6,0,4.6,NA,8,3,5,5,NA,NA,6,NA,5,NA,1,NA,NA,NA,NA,1,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,34,3.4,4.45,22,9.23,-0.85,10.08,5,35,4,13,35,2,NA,41,NA,56,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,34,0,2.83,22,9.26,-0.05,9.31,2,19,19,22,7,4,NA,75,NA,13,NA,1,1,NA,NA,NA,1,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,34,0,1.64,13,2.44,0,2.44,1,10,6,4,15,NA,NA,15,NA,6,NA,NA,NA,NA,NA,NA,2,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,34,8.2,2.09,26,8.92,0.81,8.11,6,36,3,6,15,2,2,64,NA,22,8,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,34,0,1.83,25,4.48,0,4.48,7,32,16,14,43,1,4,66,1,19,NA,2,NA,NA,NA,NA,1,NA,2019
264,Corinthians,6,Nulo,5,ata,Clayson,83817,34,0.2,2.48,27,9.28,-0.58,9.86,5,30,10,9,43,3,3,49,NA,17,NA,3,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,34,0,0.8,4,4.63,0,4.63,NA,3,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,34,3.7,4.78,20,8.18,0.6,7.58,5,21,15,9,43,3,NA,39,NA,18,NA,6,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,34,5,5.38,9,6.3,-0.89,7.1899999999999995,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,19,NA,9,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,34,0,2.56,13,3.6,0,3.6,1,16,2,1,16,NA,NA,13,NA,14,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,2,lat,Henrique,84893,34,0,2.88,16,4.83,0,4.83,5,20,1,2,26,NA,NA,18,NA,17,6,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,34,-4.3,4.38,10,3.06,-1.52,4.58,1,10,1,2,13,2,1,13,1,6,3,3,1,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Marcos Felipe ,85004,34,16,5.85,2,4.23,3.42,0.8100000000000005,1,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,3,NA,1,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,34,1.3,2.38,8,3.17,-0.24,3.41,1,6,3,5,7,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,34,0,-2.8,1,0.78,0,0.78,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Euller ,84890,34,-0.8,1.6,13,3.19,-0.6,3.79,1,11,5,8,9,NA,1,15,NA,9,NA,NA,NA,NA,NA,NA,1,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,34,0,2.14,13,5.34,0,5.34,1,17,2,6,11,NA,1,23,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,34,0,2.98,19,5.95,0,5.95,2,24,5,6,8,4,NA,24,NA,20,NA,NA,NA,NA,NA,NA,1,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,34,0,1.17,16,5.06,0,5.06,1,15,1,6,4,1,NA,16,NA,8,NA,2,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,34,0,-0.25,2,3.03,0,3.03,1,4,NA,NA,1,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,2,lat,Danilo Barcelos,84382,34,0,3.13,20,5.35,0,5.35,3,33,5,7,9,2,1,47,NA,23,5,2,1,NA,NA,NA,1,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Yago Felipe,87747,34,0,3.42,25,5.87,0,5.87,5,31,4,5,45,1,2,36,NA,44,NA,2,NA,NA,NA,NA,2,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,34,0,1.58,4,4.35,0,4.35,NA,5,3,6,4,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,34,0,2.73,22,4.83,0,4.83,4,21,9,7,15,2,3,18,NA,27,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,34,0,3.67,20,7.31,0,7.31,4,13,1,3,6,NA,NA,40,NA,39,7,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,34,0,10.06,18,16.43,0,16.43,1,21,5,15,36,11,NA,69,NA,30,NA,9,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,34,7.2,3.17,32,9.69,1.11,8.58,5,20,3,7,27,1,1,52,NA,38,9,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,34,4.4,4.46,14,8.69,0.24,8.45,NA,2,2,3,13,NA,NA,18,NA,15,7,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,34,8.9,3.43,24,7.46,1.15,6.3100000000000005,1,16,4,14,26,4,NA,42,NA,22,NA,1,NA,NA,NA,NA,2,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,34,0,1.76,19,4.81,0,4.81,4,21,9,13,18,NA,1,23,NA,14,NA,1,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,34,0,1.6,2,2.2,0,2.2,NA,3,NA,NA,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Gustavo Scarpa,87999,34,0,3.75,23,5.89,0,5.89,1,15,17,20,18,4,2,52,1,16,NA,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Jorge,88065,34,0,6.67,28,15.56,0,15.56,4,30,13,14,46,1,2,60,NA,54,14,4,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,34,0,2.63,20,12.31,0,12.31,NA,15,9,14,17,2,2,11,1,6,NA,2,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,34,0,0.67,7,2.09,0,2.09,NA,2,NA,1,5,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Yuri,88125,34,0.4,1.38,14,2.2,-0.82,3.02,3,22,2,3,16,NA,NA,7,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Nenê,38913,34,0.8,2.48,22,6.12,-0.1,6.22,1,19,5,19,32,3,2,72,NA,15,NA,2,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,34,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,34,0.2,5.33,16,14.99,-2.32,17.31,4,32,3,11,30,2,3,59,NA,28,5,3,NA,NA,NA,NA,1,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,34,0.8,2.16,25,5.11,-0.05,5.16,4,30,5,11,35,5,9,33,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,34,-2.3,1.92,25,3.71,-0.7,4.41,7,31,4,4,33,2,1,22,NA,33,NA,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato,39572,34,0,2.1,13,5.05,0,5.05,2,8,5,6,25,NA,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,34,0,2.31,14,5.6,0,5.6,2,23,1,2,7,NA,2,35,NA,22,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Abel Braga,40006,34,2.62,3.65,19,9.75,-0.29,10.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Vagner Mancini,39850,34,2.35,3.35,9,6.95,0.03,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,34,0,0.69,18,3.41,0,3.41,3,15,1,1,12,NA,1,9,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Leandro Carvalho,88669,34,0,3.07,23,9.77,0,9.77,5,14,12,14,30,3,2,43,NA,18,NA,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,34,0.5,-0.3,7,1.12,0.12,1,NA,9,NA,1,6,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Adilson Batista,41258,34,3.41,3.5,12,10.55,0.16,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,34,0,3.05,28,8.25,0,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Bruno Sávio,89101,34,0,0.68,5,1.34,0,1.34,1,3,1,2,1,NA,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,34,3.65,4.54,34,12.73,0.13,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,34,0,0.16,5,3.2,0,3.2,1,1,NA,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,34,1,2.88,5,3.66,-0.24,3.9000000000000004,2,5,NA,2,4,1,NA,9,NA,6,NA,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,34,0,2.53,18,7.3,-0.23,7.53,1,12,7,6,15,4,3,22,NA,4,NA,1,1,NA,NA,NA,1,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,34,-1.6,4.11,22,8.69,-1.65,10.34,2,28,8,7,21,NA,1,63,NA,38,8,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,3,Suspenso,2,lat,João Pedro ,89273,34,9.2,2.95,9,5.91,1.38,4.53,3,17,2,4,11,1,NA,10,NA,10,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,34,0,3.86,22,9.59,0,9.59,2,48,6,9,66,2,NA,44,NA,31,NA,2,NA,NA,NA,NA,2,NA,2019
315,Chapecoense,7,Provável,4,mei,Amaral,42232,34,0,0.76,11,2.31,0,2.31,2,10,NA,4,2,NA,NA,6,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,34,-1.5,3.03,26,7.33,-1.55,8.88,6,1,NA,NA,6,NA,NA,13,NA,NA,11,NA,NA,26,1,24,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Márcio Azevedo,42491,34,0,2.74,24,6.47,0,6.47,6,35,1,4,24,NA,3,54,NA,21,10,3,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,34,9.1,2.86,28,7.07,0.47,6.6000000000000005,3,23,7,16,18,4,1,37,NA,14,NA,5,1,NA,NA,NA,2,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,34,0,2.1,29,8.4,0,8.4,3,31,2,7,19,NA,1,29,NA,33,6,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Maurício Ramos,42477,34,6.5,2.27,13,5.28,0.3,4.98,1,15,2,1,9,NA,NA,14,NA,7,5,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,34,0,0.74,10,2.67,0,2.67,2,9,4,11,13,NA,1,21,NA,5,NA,NA,1,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,34,0,0.54,5,2.2,0,2.2,1,NA,NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,34,0,2.35,8,4.24,0,4.24,1,7,NA,1,5,NA,NA,15,NA,7,4,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,34,1,4.94,24,12.34,-1.53,13.87,6,23,5,5,37,1,NA,79,NA,46,10,2,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,34,0,2.72,6,4.77,0,4.77,NA,5,1,1,NA,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,34,1,1.87,17,2.1,-0.15,2.25,1,17,NA,2,17,NA,1,27,NA,14,5,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,34,4.8,1.34,31,5.28,0.83,4.45,3,46,16,21,28,NA,13,43,NA,18,NA,2,NA,NA,NA,NA,1,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,34,6.4,4.77,26,13.62,0.96,12.66,4,50,4,10,12,NA,2,45,NA,65,10,2,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,34,10.8,4.25,31,14.48,0.03,14.450000000000001,4,47,2,4,67,NA,NA,71,NA,60,7,5,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,34,0,2.66,19,9.39,0,9.39,3,15,11,9,26,2,3,49,NA,14,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,34,0,4.64,8,10.78,0,10.78,NA,2,NA,NA,4,1,NA,3,NA,4,4,NA,NA,NA,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,5,ata,Alexandre Pato,49675,34,0,3.81,20,8.27,0,8.27,2,19,13,20,29,5,13,37,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,34,0,7.47,29,21.72,0,21.72,8,52,23,34,68,16,9,48,1,24,NA,4,NA,NA,NA,NA,3,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Wilson,50284,34,0,1.97,3,4.21,0,4.21,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,8,NA,9,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,4,mei,Yuri Lima,90569,34,-1.8,0.34,21,1.5,-0.75,2.25,9,32,1,4,13,NA,NA,30,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,34,0,1.13,3,3.41,0,3.41,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,7,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,34,0,0.89,11,2.43,0,2.43,2,8,NA,3,14,NA,NA,12,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Fabrício Bruno,90768,34,1.2,3.52,19,5.42,-0.76,6.18,3,4,1,3,12,NA,NA,23,NA,15,10,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,34,7.8,4.69,28,9.61,1.18,8.43,6,34,1,7,118,NA,NA,73,NA,78,NA,1,1,NA,NA,NA,NA,NA,2019
