clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,DD,DP,FS,GS,PE,SG,CV,FC,FD,FF,RB,A,G,I,FT,PP,GC,ano
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,36,8.6,3.27,28,8.25,0.48,7.77,2,NA,NA,20,NA,84,9,NA,37,10,12,32,3,NA,1,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,36,4.62,3.99,36,12.09,0.45,11.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,36,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,36,0,0.85,6,3.23,0,3.23,3,NA,NA,2,NA,8,3,NA,13,NA,NA,3,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,36,0,0.61,14,3.77,0,3.77,4,NA,NA,22,NA,17,NA,1,27,3,7,3,NA,2,7,1,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,36,0,1.83,23,6.01,0,6.01,1,NA,NA,23,NA,9,NA,1,26,9,10,6,NA,3,3,1,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,36,0,2.16,7,6.13,0,6.13,2,NA,NA,2,NA,8,3,NA,7,NA,NA,6,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,36,0,1.33,12,3.39,0,3.39,NA,NA,NA,11,NA,14,NA,NA,11,3,5,5,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,36,4.2,2.41,27,8.03,-0.5,8.53,1,NA,NA,43,NA,30,NA,NA,14,7,16,8,1,3,2,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,36,1.1,2.47,32,8.98,0.36,8.620000000000001,5,NA,NA,55,NA,71,NA,NA,20,5,21,28,2,3,2,1,2,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,36,6.4,2.86,24,5.16,0.69,4.470000000000001,5,NA,NA,7,NA,30,10,NA,16,3,4,20,NA,1,1,1,NA,1,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,36,0,-0.57,4,6.18,0,6.18,NA,NA,NA,1,NA,6,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,36,0,0.18,8,3.25,0,3.25,1,NA,NA,NA,NA,5,NA,NA,7,5,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,36,0,1.64,13,2.44,0,2.44,1,NA,NA,15,NA,15,NA,NA,10,6,4,6,NA,NA,NA,2,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,36,5,7.02,34,16.74,-1.06,17.799999999999997,NA,92,2,8,50,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,36,7.4,4.91,22,9.05,0.6,8.450000000000001,5,NA,NA,52,NA,42,NA,NA,23,15,10,19,6,4,1,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,36,1.4,4.32,11,5.76,0.64,5.12,NA,21,NA,NA,12,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,36,9.2,3.44,24,11.15,-0.01,11.16,2,NA,NA,8,NA,81,NA,1,19,21,23,15,1,6,1,1,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,36,1.1,6.19,32,14.49,-0.38,14.870000000000001,4,NA,NA,70,NA,120,NA,NA,41,23,36,34,9,10,7,2,2,NA,2019
267,Vasco,3,Suspenso,5,ata,Rossi,81798,36,0.1,1.76,26,4.27,-0.21,4.4799999999999995,8,NA,NA,47,NA,69,NA,NA,33,16,14,20,2,1,4,1,1,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,36,0,0.38,5,5.15,0,5.15,1,NA,NA,4,NA,12,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Zé Rafael,82455,36,0,3.75,21,9.35,0,9.35,4,NA,NA,54,NA,26,NA,NA,48,10,13,30,3,1,3,1,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,36,0,0.8,4,4.63,0,4.63,NA,NA,NA,1,NA,1,NA,NA,3,1,1,2,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Igor Fernandes,82635,36,0,2.81,27,5.03,0,5.03,5,NA,NA,23,NA,54,8,NA,29,4,6,38,NA,NA,3,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,36,0,2.78,11,2.99,0,2.99,2,NA,NA,6,NA,14,NA,NA,14,5,6,14,NA,1,NA,1,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,36,0,3.31,11,4.43,0,4.43,3,NA,NA,10,NA,18,3,NA,9,1,4,12,2,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,36,0,1.89,10,4.47,0,4.47,1,NA,NA,20,NA,9,NA,NA,22,2,1,11,1,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,36,0,2.38,14,3.58,-0.02,3.6,1,NA,NA,16,NA,13,3,NA,16,2,1,14,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,36,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,36,0,0.38,5,2.86,0,2.86,1,NA,NA,4,NA,1,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,3,zag,Alan Costa,82613,36,-0.5,2.25,25,4.63,-2.53,7.16,6,NA,NA,5,NA,34,6,NA,24,1,8,29,NA,1,3,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,36,0,3.11,21,2.62,0,2.62,NA,NA,NA,6,NA,64,4,NA,8,NA,4,19,2,3,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,36,0,12.5,1,5.43,0,5.43,NA,6,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,36,0,1.37,9,5.13,0,5.13,1,NA,NA,9,NA,6,NA,NA,6,3,5,NA,NA,1,2,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,36,0,0.57,14,1.58,0,1.58,2,NA,NA,25,NA,11,NA,NA,15,2,6,3,NA,NA,3,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Joel,82787,36,1,1.32,4,1.94,-0.12,2.06,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,36,-1.6,1.55,13,1.69,-0.23,1.92,1,NA,NA,20,NA,22,NA,NA,17,11,5,3,NA,1,5,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,36,23.6,9.85,26,23.7,2.9,20.8,9,NA,NA,28,NA,53,NA,1,19,33,32,8,6,24,17,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,36,0.6,1.74,7,2.58,-0.3,2.88,5,NA,NA,20,NA,17,NA,NA,15,NA,1,16,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,36,-0.5,3.9,17,7.95,0.44,7.51,5,NA,NA,46,NA,30,NA,NA,30,23,26,10,1,1,4,1,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,36,0,-0.2,6,2.28,0,2.28,1,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,36,-0.3,4.31,24,8.82,-0.87,9.69,5,NA,NA,36,NA,47,NA,NA,35,4,14,60,1,2,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,36,1,2.31,24,4.79,-1.07,5.86,2,NA,NA,39,NA,27,NA,NA,21,8,16,9,3,2,16,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,36,0,0.3,6,2.72,0,2.72,1,NA,NA,7,NA,4,NA,NA,9,NA,NA,1,1,NA,1,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,36,0,2.3,27,9,0,9,6,NA,NA,15,NA,65,9,NA,36,3,8,23,NA,2,2,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,36,1.5,0.47,7,3.34,0.14,3.1999999999999997,1,NA,NA,1,NA,1,NA,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,36,1.56,2.93,16,8.32,0.01,8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Jair,81091,36,6.7,3.6,12,7.18,0.61,6.569999999999999,3,NA,NA,22,NA,15,NA,NA,20,1,2,26,NA,1,NA,1,NA,NA,2019
265,Bahia,7,Provável,2,lat,João Pedro ,89273,36,3,2.96,10,5.12,-0.79,5.91,3,NA,NA,12,NA,10,2,NA,18,2,4,12,NA,1,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,36,0.4,1.84,19,2.1,-0.32,2.42,1,NA,NA,20,NA,30,5,1,19,1,3,15,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,36,0,2.88,5,3.66,0,3.66,2,NA,NA,4,NA,9,NA,NA,5,NA,2,6,NA,1,NA,1,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,36,8.3,3.86,24,10.38,1.63,8.75,2,NA,NA,71,NA,48,NA,NA,51,6,9,33,3,2,NA,2,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,36,-0.8,1.97,31,8.17,-0.21,8.38,3,NA,NA,20,NA,32,6,1,36,2,7,35,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,36,0,0.74,10,2.67,0,2.67,2,NA,NA,13,NA,21,NA,1,9,4,11,5,NA,NA,1,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,36,0.8,7.9,31,20.52,-3.9,24.419999999999998,8,NA,NA,69,NA,52,NA,NA,53,25,36,25,4,19,9,3,1,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,36,2.5,1.75,7,2.77,-0.61,3.38,1,NA,NA,7,NA,1,NA,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,36,4.2,4.72,28,13.51,0.24,13.27,4,NA,NA,14,NA,49,10,1,53,4,11,71,2,NA,2,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Pedro Rocha,90302,36,0.2,2.58,21,9.34,-0.41,9.75,3,NA,NA,32,NA,54,NA,NA,17,11,11,15,2,2,3,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Andrey,93787,36,5.2,2.89,15,5.9,0.01,5.890000000000001,1,NA,NA,9,NA,23,NA,NA,16,3,6,21,1,1,NA,1,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,36,1.9,0.41,22,2.11,0.61,1.5,9,NA,NA,14,NA,33,NA,NA,35,1,5,28,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,36,-1.3,1.26,32,4.36,-0.92,5.28,3,NA,NA,28,NA,44,NA,NA,48,16,21,18,2,NA,13,1,NA,NA,2019
315,Chapecoense,5,Contundido,2,lat,Bruno Pacheco,90061,36,0,4.11,32,12.76,0,12.76,5,NA,NA,70,NA,76,7,1,48,2,5,61,5,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,36,10.3,5.01,30,10.45,0.53,9.92,7,NA,NA,137,NA,81,NA,1,37,1,7,85,2,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,36,0,1.78,28,4,0,4,3,NA,NA,35,NA,76,NA,NA,20,9,8,21,3,1,1,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,2,lat,Marcinho,93797,36,0.9,3.21,23,6.7,-0.6,7.3,2,NA,NA,17,NA,61,5,NA,30,7,13,19,4,1,1,1,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,36,4.2,1.16,31,4.48,1.04,3.4400000000000004,5,NA,NA,42,NA,43,NA,1,33,5,15,22,NA,1,5,1,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Fabrício Bruno,90768,36,0,3.52,19,5.42,0,5.42,3,NA,NA,12,NA,23,10,NA,4,1,3,15,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,36,0,4,1,2.36,0,2.36,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,36,7.9,4.37,12,5.13,1.3,3.83,1,NA,NA,14,NA,16,3,1,11,1,4,6,3,3,1,NA,1,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,36,0,-2,0,3.32,0,3.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,36,0,1.23,10,3.11,0,3.11,1,NA,NA,3,NA,21,3,NA,9,1,NA,5,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,36,0,-0.15,6,2.79,0,2.79,2,NA,NA,8,NA,3,NA,NA,5,1,1,1,NA,NA,2,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,36,0,-0.3,2,0.78,0,0.78,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Nonato,100987,36,-0.6,3.18,24,7.82,-0.33,8.15,3,NA,NA,17,NA,32,NA,NA,43,4,7,44,1,3,1,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,36,5.2,1.87,27,4.14,1.49,2.6499999999999995,5,NA,NA,22,NA,36,NA,NA,52,3,8,48,1,NA,1,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,36,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,36,0,2.62,10,3.91,0,3.91,2,NA,NA,15,NA,7,NA,NA,15,2,8,8,1,1,3,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,36,1.9,2.82,32,8.67,0.76,7.91,8,NA,NA,36,NA,42,NA,NA,53,12,22,24,4,5,7,1,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Pepê,91201,36,2,3.42,30,6.22,0.09,6.13,2,NA,NA,29,NA,38,NA,NA,17,8,18,17,2,7,7,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,36,0.9,2.98,27,7.13,-0.55,7.68,5,NA,NA,23,NA,46,9,NA,34,5,7,27,1,1,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,36,0,5.5,7,4.45,0,4.45,NA,NA,NA,1,NA,11,3,NA,2,NA,1,15,1,NA,2,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Rony,91607,36,0.5,5.32,28,13.18,-1.12,14.3,5,NA,NA,59,NA,53,NA,NA,58,24,37,24,7,6,13,1,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Leonardo Valencia,91508,36,0.2,1.41,20,3.72,-0.36,4.08,2,NA,NA,11,NA,38,NA,NA,8,4,12,10,1,1,1,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,36,0.7,3.26,33,4.84,-0.53,5.37,8,NA,NA,22,NA,30,9,NA,28,3,8,45,1,1,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,36,0,2.35,28,5.5,0,5.5,12,NA,NA,31,NA,80,NA,NA,55,5,5,74,1,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,36,0,2.92,7,8.03,0,8.03,NA,NA,NA,3,NA,10,2,NA,2,NA,3,7,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,36,0,0,1,2.32,0,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,36,0,0.68,4,5.05,0,5.05,2,NA,NA,2,NA,13,1,NA,1,NA,1,5,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,36,0,-1.6,1,1.24,0,1.24,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,André Luís,92146,36,0.7,2.03,24,4.43,-0.16,4.59,4,NA,NA,51,NA,27,NA,NA,16,9,6,6,NA,2,5,3,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,36,0,1.57,10,3.9,-0.28,4.18,1,NA,NA,5,NA,7,NA,NA,5,NA,1,13,NA,NA,1,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,36,2,3.34,25,6.43,-0.06,6.489999999999999,1,NA,NA,16,NA,43,10,NA,21,4,7,22,NA,1,1,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,36,0,4.08,26,7.7,0,7.7,7,NA,NA,60,NA,48,NA,NA,47,8,11,61,2,1,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,36,0,1.46,12,2.64,0,2.64,NA,NA,NA,8,NA,6,NA,NA,11,1,2,4,1,1,2,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Deyverson,92708,36,0,3.63,19,9.93,0,9.93,3,NA,NA,52,NA,31,NA,NA,23,12,21,10,2,3,21,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mateus Vital,93108,36,1,3.55,27,7.37,0.18,7.19,1,NA,NA,56,NA,25,NA,NA,12,10,18,21,2,2,1,NA,NA,NA,2019
265,Bahia,3,Suspenso,4,mei,Ronaldo,92981,36,-1.8,2.4,16,3.92,-0.93,4.85,4,NA,NA,12,NA,26,NA,1,24,1,3,38,1,NA,1,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,36,15.3,3.92,32,11.78,2.66,9.12,8,NA,NA,22,NA,74,13,2,60,5,13,60,1,2,1,2,NA,1,2019
290,Goiás,7,Provável,4,mei,Rafinha,84381,36,0,2.12,9,2.99,-0.18,3.1700000000000004,1,NA,NA,7,NA,8,NA,NA,7,3,6,1,NA,1,1,2,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,36,-2.3,0.99,24,5.17,-0.42,5.59,10,NA,NA,19,NA,49,6,NA,24,1,4,16,NA,NA,1,1,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,36,0,2.14,13,5.34,0,5.34,1,NA,NA,11,NA,23,NA,NA,17,2,6,22,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,36,1.1,3.44,30,6,-0.2,6.2,1,NA,NA,73,NA,50,NA,NA,18,12,9,19,4,3,3,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,36,0,3.13,20,5.35,0,5.35,3,NA,NA,9,NA,47,5,1,33,5,7,23,2,2,1,1,NA,NA,2019
282,Atlético-MG,2,Dúvida,1,gol,Cleiton,93882,36,1.2,2.68,23,3.34,-0.41,3.75,1,26,1,8,25,17,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,36,-0.8,-0.25,11,0.79,0.01,0.78,3,NA,NA,6,NA,11,NA,NA,13,2,2,4,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,36,0.9,2.28,24,12.77,0.08,12.69,6,NA,NA,16,NA,48,NA,NA,26,16,21,22,3,1,14,2,NA,NA,2019
354,Ceará,3,Suspenso,3,zag,Valdo,84509,36,6.4,2.56,29,5.64,1.24,4.3999999999999995,6,NA,NA,16,NA,25,6,NA,27,3,6,34,2,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,36,0,1.7,8,2.89,0,2.89,3,NA,NA,3,NA,14,3,NA,9,1,2,6,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,36,0,1.13,3,3.41,0,3.41,NA,6,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,36,0,1.7,1,4.35,0,4.35,1,NA,NA,3,NA,1,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,36,0,6.43,3,4.81,0,4.81,NA,NA,NA,5,NA,9,1,NA,6,NA,NA,5,2,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,36,1.73,3,26,7,-0.36,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,2,lat,Euller ,84890,36,-1.1,1.52,15,3.2,-0.64,3.8400000000000003,3,NA,NA,10,NA,20,1,NA,15,5,8,12,NA,NA,2,1,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Marcos Felipe ,85004,36,-0.5,5.48,4,1.95,-1.7,3.65,2,6,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Henrique,84893,36,7.9,2.99,18,5.45,1.43,4.0200000000000005,5,NA,NA,29,NA,22,7,NA,21,1,2,19,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,4,mei,Alex Santana,85465,36,-2.9,3.93,24,9.15,-0.51,9.66,3,NA,NA,37,NA,30,NA,NA,18,10,19,17,1,5,1,1,NA,NA,2019
341,CSA,7,Provável,2,lat,Rafinha,83681,36,8.4,3.9,8,4.84,0.1,4.74,NA,NA,NA,3,NA,6,1,NA,4,1,1,7,1,1,NA,1,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,36,0,1.17,16,5.06,0,5.06,1,NA,NA,4,NA,16,NA,1,15,1,6,8,2,1,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,36,0,2.67,7,4.31,0,4.31,1,NA,NA,6,NA,7,NA,NA,9,4,5,5,1,NA,NA,1,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Matheus Rossetto,86766,36,0,0.17,6,2.49,0,2.49,2,NA,NA,3,NA,15,NA,NA,11,NA,NA,9,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Bruno Sávio,89101,36,0,0.68,5,1.34,0,1.34,1,NA,NA,1,NA,8,NA,NA,3,1,2,4,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,36,0,1.7,3,3.63,0,3.63,1,NA,NA,2,NA,3,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
